"drink_id","language","priority","drink_name","alcoholic","cocktail_or_not","category","base","place","company","cocktailType","glass","taste","color","alcohol_percentage","method_category","method_detail","image","ingredient1","ingredient2","ingredient3","ingredient4","ingredient5","ingredient6","ingredient7","ingredient8","ingredient9","ingredient10","measure1","measure2","measure3","measure4","measure5","measure6","measure7","measure8","measure9","measure10","source","reference_url","date_modified"
"365","zh","TRUE","Ruge四重奏橙色","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Orange","Weak (less than 8 degrees)","Build","Pour into the tumbler with ice and gently stir. Decorate oranges.","https://www.suntory.co.jp/wnb/img/cocktail/p_quartet_orange.gif","Ruge Cream de Quartet","Orange juice","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/quartet_orange/index.html","2018/10/11 15:06"
"375","zh","TRUE","Ruge Strawberry Soda","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Red","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_strawberry_soda.gif","Ruge Cream de Strawberry","soda","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/strawberry_soda/index.html","2018/10/11 15:06"
"385","zh","TRUE","Rouge Blueberry Milk","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","pink","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_blueberry_milk.gif","Ruge Creamed Blueberries","milk","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/blueberry_milk/index.html","2018/10/11 15:06"
"395","zh","TRUE","苹果车","Alcohol","TRUE","Cocktail","liqueur","","","short","Cocktail glass","Medium sweet mouth","Orange","usually","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_apple_car.gif","Calvados Blur Grand Sorage","White Curacao (Triple Sek)","Fresh lemon juice","","","","","","","","30 ml","20 ml","20 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/apple_car/index.html","2018/10/11 15:06"
"405","zh","TRUE","Apple Royale","Alcohol","TRUE","Cocktail","liqueur","","","long","Flute type champagne glass","Sweet mouth","yellow","Weak (less than 8 degrees)","Build","Pour Pomodo Normandie and sparkling wine into flute glass. Stir lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_apple_royal.gif","Blur Pomodo Normandie","sparkling wine","","","","","","","","","1/4","3/4","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/apple_royal/index.html","2018/10/11 15:06"
"415","zh","TRUE","杏子Colada","Alcohol","TRUE","Cocktail","liqueur","","","long","goblet","Sweet mouth","Orange","Weak (less than 8 degrees)","shake","Shake thoroughly and pour into a large glass filled with crushed ice cream. Decorate pineapple and red cherry and add a straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_apricot_colada.gif","Malibu (coconut liqueur)","Ruge Cream apricot","Pineapple juice","milk","","","","","","","45 ml","10 ml","45 ml","45 ml","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/apricot_colada/index.html","2018/10/11 15:06"
"425","zh","TRUE","杏子发出嘶嘶声","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Build","Shake materials other than soda and pour into a tumbler. Fill it with soda and stir gently.","https://www.suntory.co.jp/wnb/img/cocktail/p_apricot_fizz.gif","Ruge Cream apricot","Fresh lemon juice","sugar","soda","","","","","","","45 ml","20 ml","1 tsp","Reasonable amount","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/apricot_fizz/index.html","2018/10/11 15:06"
"435","zh","TRUE","杏子皇家","Alcohol","TRUE","Cocktail","liqueur","","","long","Flute type champagne glass","Sweet mouth","Orange","usually","Build","Pour the chilled material into flute champagne glass and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/no_images.gif","Ruge Cream apricot","Champagne","","","","","","","","","1/5","4/5","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/apricot_royal/index.html","2018/10/11 15:06"
"445","zh","TRUE","Alexander","Alcohol","TRUE","Cocktail","liqueur","","","short","Cocktail glass","Sweet mouth","Brown (amber)","usually","shake","Shake thoroughly and pour into a cocktail glass","https://www.suntory.co.jp/wnb/img/cocktail/p_alexander.gif","Courvoisier VSOP Rouge","Cacao Liqueur","Fresh cream","","","","","","","","1/2","1/4","1/4","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/alexander/index.html","2018/10/11 15:06"
"455","zh","TRUE","耶格橙","Alcohol","TRUE","Cocktail","liqueur","","","long","Rock glass","Medium sweet mouth","Orange","usually","Build","Pour orange juice into the rock glass with ice and float quietly with Jager Meister from the top","https://www.suntory.co.jp/wnb/img/cocktail/p_jager_orange.gif","Jaeger Meister","Orange juice","","","","","","","","","45 ml","60 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/jager_orange/index.html","2018/10/11 15:06"
"465","zh","TRUE","Jaeger Shooter","Alcohol","TRUE","Cocktail","liqueur","","","short","Shot glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Build","Pour the Jaeger Meister that was well chilled in the refrigerator into a pre-chilled shooter glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_jager_shooter.gif","Jaeger Meister","","","","","","","","","","45 ml","","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/jager_shooter/index.html","2018/10/11 15:06"
"475","zh","TRUE","耶格补品","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Medium sweet mouth","Brown (amber)","usually","Build","Pour into the tumbler with ice and gently stir. Decorate lemon.","https://www.suntory.co.jp/wnb/img/cocktail/p_jager_tonic.gif","Jaeger Meister","Tonic Water","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/jager_tonic/index.html","2018/10/11 15:06"
"485","zh","TRUE","意大利冲浪者","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Medium sweet mouth","yellow","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_italian_surfer.gif","Malibu (coconut liqueur)","Amaret","Pineapple juice","","","","","","","","30 ml","30 ml","Reasonable amount","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/italian_surfer/index.html","2018/10/11 15:06"
"495","zh","TRUE","UNDERBERG苏打水","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","spicy","Brown (amber)","usually","Build","Pour underberg and soda into a glass with ice and lightly mix","https://www.suntory.co.jp/wnb/img/cocktail/p_Underberg_with_Soda.gif","Underberg","soda","","","","","","","","","20 ml","100 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/Underberg_with_Soda/index.html","2018/10/11 15:06"
"505","zh","TRUE","X外丝","Alcohol","TRUE","Cocktail","liqueur","","","short","Cocktail glass","Medium sweet mouth","White","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_xyz.gif","Bulgar Extra Dry","White Curacao (Triple Sek)","Fresh lemon juice","","","","","","","","1/2","1/4","1/4","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/xyz/index.html","2018/10/11 15:06"
"515","zh","TRUE","翡翠雾","Alcohol","TRUE","Cocktail","liqueur","","","long","Rock glass","Sweet mouth","Blue","Strong (more than 25 degrees)","Steer","Steer and pour into a rock / glass filled with crushed ice cream. Drop the lemon / peel into the glass and squeeze the straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_emerald_mist.gif","Drambui","The Blue (Blue Curaçõ)","","","","","","","","","45 ml","20 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/emerald_mist/index.html","2018/10/11 15:06"
"525","zh","TRUE","orgasm","Alcohol","TRUE","Cocktail","liqueur","","","short","Cocktail glass","Sweet mouth","Brown (amber)","usually","shake","Shake and pour into a large cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_orgasm.gif","Drambui","Kalua coffee liqueur","Amaret","Fresh cream","milk","","","","","","20 ml","20 ml","15 ml","15 ml","15 ml","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/orgasm/index.html","2018/10/11 15:06"
"535","zh","TRUE","Aurora","Alcohol","TRUE","Cocktail","liqueur","","","short","tumbler","Medium sweet mouth","Red","usually","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_aurora.gif","vodka","Ruge Cream de Cassis","Grapefruit juice","Suntory Cocktail Lemon","Grenadin syrup","","","","","","1/2","1/6","1/12","1/12","1/6","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/aurora/index.html","2018/10/11 15:06"
"545","zh","TRUE","Olympic","Alcohol","TRUE","Cocktail","liqueur","","","short","Cocktail glass","Medium sweet mouth","Orange","usually","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_olimpic.gif","Courvoisier VSOP Rouge","Orange Curacao","Orange juice","","","","","","","","1/3","1/3","1/3","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/olimpic/index.html","2018/10/11 15:06"
"555","zh","TRUE","Cafe巧克力牛奶","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Brown (amber)","usually","Build","Pour into ice glass and stir lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_cafe_chocolat_milk.gif","Mozart Black","Kalua coffee liqueur","milk","","","","","","","","15 ml","15 ml","90 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cafe_chocolat_milk/index.html","2018/10/11 15:06"
"565","zh","TRUE","Kamikaze","Alcohol","TRUE","Cocktail","liqueur","","","long","Rock glass","Medium sweet mouth","White","Strong (more than 25 degrees)","shake","Shake and pour into the rock glass with ice.","https://www.eatsmart.jp/image/food/00/00/07/174794.jpg","vodka","White Curacao (Triple Sek)","Fresh lime juice","","","","","","","","20 ml","20 ml","20 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kamikaze/index.html","2018/10/11 15:06"
"575","zh","TRUE","Kahlua乌龙茶","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_kahlua_oolong.gif","Kalua coffee liqueur","Oolong Tea","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kahlua_oolong/index.html","2018/10/11 15:06"
"585","zh","TRUE","Kalua Orange","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Build","Pour into a tumbler packed with crushed ice and gently stir. Add a straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_kahlua_orange.gif","Kalua coffee liqueur","Orange juice","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kahlua_orange/index.html","2018/10/11 15:06"
"595","zh","TRUE","Kalua可乐","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_kahlua_cola.gif","Kalua coffee liqueur","Cola","","","","","","","","","30 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kahlua_cola/index.html","2018/10/11 15:06"
"605","zh","TRUE","Kalua Colada","Alcohol","TRUE","Cocktail","liqueur","","","long","goblet","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","shake","Shake thoroughly and pour into a large glass filled with crushed ice cream. Decorate pineapple and red cherry and add a straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_kahlua_colada.gif","Malibu (coconut liqueur)","Kalua coffee liqueur","Pineapple juice","milk","","","","","","","45 ml","10 ml","45 ml","45 ml","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kahlua_colada/index.html","2018/10/11 15:06"
"615","zh","TRUE","Kalua苏打水","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Build","Pour into the tumbler with ice and stir lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_kahlua_soda.gif","Kalua coffee liqueur","soda","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kahlua_soda/index.html","2018/10/11 15:06"
"625","zh","TRUE","Kalua浆果","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Brown (amber)","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_kahlua_berry.gif","Ruge Cream de Franboise","Kalua coffee liqueur","milk","","","","","","","","30 ml","20 ml","Reasonable amount","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kahlua_berry/index.html","2018/10/11 15:06"
"635","zh","TRUE","Karuarate","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","shake","Shake thoroughly and pour into ice glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_kahlua_latte.gif","Kalua coffee liqueur","milk","","","","","","","","","30 ml","90 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kahlua_latte/index.html","2018/10/11 15:06"
"645","zh","TRUE","Kalua Rickey","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Brown (amber)","usually","Build","Squeeze the lime to the tumbler and add ice. Pour the karua, fill with cold soda and stir gently.","https://www.suntory.co.jp/wnb/img/cocktail/p_kahlua_ricky.gif","Kalua coffee liqueur","soda","lime","","","","","","","","30 ml","Reasonable amount","1/2 piece","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kahlua_ricky/index.html","2018/10/11 15:06"
"655","zh","TRUE","keel","Alcohol","TRUE","Cocktail","liqueur","","","long","wine glass","Medium sweet mouth","Red","usually","Build","Pour the chilled ingredients into the wine glass and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_kir.gif","White wine","Ruge Cream de Cassis","","","","","","","","","4/5","1/5","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kir/index.html","2018/10/11 15:06"
"665","zh","TRUE","亲吻在黑暗中","Alcohol","TRUE","Cocktail","liqueur","","","short","Cocktail glass","Medium sweet mouth","Red","usually","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_kiss_in_the_dark.gif","Healing cherry","gin","Dry vermouth","","","","","","","","1/3","1/3","1/3","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kiss_in_the_dark/index.html","2018/10/11 15:06"
"675","zh","TRUE","彼得国王","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Red","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_king_peter.gif","Healing cherry","Fresh lemon juice","Tonic Water","","","","","","","","45 ml","10 ml","Reasonable amount","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/king_peter/index.html","2018/10/11 15:06"
"685","zh","TRUE","Cool Beauty ~ Refreshing Beauty ~","Alcohol","TRUE","Cocktail","liqueur","","","short","Cocktail glass","Medium sweet mouth","Blue","usually","shake","Shake and pour into a cocktail glass. Sprinkle with lemon peel. Pierce Red Cherry, Grapefruit Peel, Lime Peel into a cocktail pin and decorate it on the edge of the glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_cool_beauty.gif","Chula Dia","La Suure","Peach liqueur","White peppermint liqueur","","","","","","","30 ml","20 ml","10 ml","1 / 2tsp","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cool_beauty/index.html","2018/10/11 15:06"
"695","zh","TRUE","Grasshopper","Alcohol","TRUE","Cocktail","liqueur","","","short","Cocktail glass","Sweet mouth","Green","usually","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_grasshopper.gif","Mint liqueur (white)","Cacao Liqueur","Fresh cream","","","","","","","","1/3","1/3","1/3","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/grasshopper/index.html","2018/10/11 15:06"
"705","zh","TRUE","绿眼睛","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Green","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_greeneyes.gif","Midori","Bulgar Extra Dry","Malibu (coconut liqueur)","Fresh lime juice","Pineapple juice","","","","","","20 ml","30 ml","15 ml","15 ml","15 ml","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/greeneyes/index.html","2018/10/11 15:06"
"715","zh","TRUE","Corcovado","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","","Blue","Strong (more than 25 degrees)","shake","Shake materials other than soda and pour into crumbled umbrella tumbler. Pour the soda and lightly steer. Decorate lime and add straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_corcovado.gif","Drambui","Tequila Sauza Blue","The Blue (Blue Curaçõ)","soda","","","","","","","30 ml","30 ml","30 ml","Reasonable amount","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/corcovado/index.html","2018/10/11 15:06"
"725","zh","TRUE","金苹果","Alcohol","TRUE","Cocktail","liqueur","","","short","Cocktail glass","Sweet mouth","yellow","Weak (less than 8 degrees)","shake","Shake the ingredients and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_golden_apple.gif","Blur Pomodo Normandie","Orange Curacao","Apple juice","Fresh lemon juice","","","","","","","30 ml","5 ml","45 ml","a little","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/golden_apple/index.html","2018/10/11 15:06"
"735","zh","TRUE","黄金日","Alcohol","TRUE","Cocktail","liqueur","","","short","Cocktail glass","Medium sweet mouth","Orange","usually","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_golden_days.gif","Peach liqueur","gin","Orange juice","","","","","","","","1/6","1/2","1/3","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/golden_days/index.html","2018/10/11 15:06"
"745","zh","TRUE","南风〜热带南方的来信〜","Alcohol","TRUE","Cocktail","liqueur","","","long","goblet","Sweet mouth","Orange","usually","shake","Shake and pour into a goblet with mango sherbet. Decorate an orchid, accompany a long spoon and a straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_southern_wind.gif","Mango Yang (mango liqueur)","Yogurito yogurt liqueur","Malibu (coconut liqueur)","Orange juice","milk","","","","","","40 ml","15 ml","15 ml","10 ml","10 ml","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/southern_wind/index.html","2018/10/11 15:06"
"755","zh","TRUE","草莓皇家","Alcohol","TRUE","Cocktail","liqueur","","","long","Flute type champagne glass","Sweet mouth","Red","usually","Build","Pour the chilled material into flute champagne glass and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_strawberry_royal.gif","Ruge Cream de Strawberry","Champagne","","","","","","","","","1/5","4/5","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/strawberry_royal/index.html","2018/10/11 15:06"
"765","zh","TRUE","性在海滩上","Alcohol","TRUE","Cocktail","liqueur","","","long","Collins grass","Medium sweet mouth","Orange","usually","Build","Pour into the Collins / Glass with ice and stir gently.","https://www.suntory.co.jp/wnb/img/cocktail/p_sex_on_the_beach.gif","vodka","Midori","Ruge Cream de Franboise","Pineapple juice","","","","","","","15 ml","20 ml","10 ml","80 ml","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sex_on_the_beach/index.html","2018/10/11 15:06"
"775","zh","TRUE","肮脏的母亲","Alcohol","TRUE","Cocktail","liqueur","","","short","Rock glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Build","Pour into the rock glass with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_dirty_mother.gif","Courvoisier VSOP Rouge","Kalua coffee liqueur","","","","","","","","","40 ml","20 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/dirty_mother/index.html","2018/10/11 15:06"
"785","zh","TRUE","Cherry Blossom","Alcohol","TRUE","Cocktail","liqueur","","","short","Cocktail glass","Sweet mouth","Red","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_cherry_blossom.gif","Healing cherry","Courvoisier VSOP Rouge","Orange Curacao","Fresh lemon juice","Grenadin syrup","","","","","","30 ml","30 ml","2 dash","2 dash","2 dash","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cherry_blossom/index.html","2018/10/11 15:06"
"795","zh","TRUE","Tivoli特别","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Medium sweet mouth","Red","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_tivoli_special.gif","Healing cherry","Fresh lemon juice","Ginger ale","","","","","","","","45 ml","30 ml","Reasonable amount","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/tivoli_special/index.html","2018/10/11 15:06"
"805","zh","TRUE","巧克力黑醋栗苏打水","Alcohol","TRUE","Cocktail","liqueur","","","long","Collins grass","Medium sweet mouth","Brown (amber)","usually","Build","Pour into ice glass and stir lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_choco_cassis_soda.gif","Mozart Black","Ruge Cream de Cassis","soda","","","","","","","","15 ml","15 ml","Reasonable amount","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/choco_cassis_soda/index.html","2018/10/11 15:06"
"815","zh","TRUE","Chocolate sour","Alcohol","TRUE","Cocktail","liqueur","","","short","tumbler","Medium sweet mouth","Brown (amber)","usually","shake","Shake and pour into ice glass. Decorate orange or lemon and red cherry","https://www.suntory.co.jp/wnb/img/cocktail/p_chocolate_sour.gif","Mozart Black","Fresh lemon juice","gum syrup","Orange juice","","","","","","","40 ml","20 ml","5 ml","40 ml","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/chocolate_sour/index.html","2018/10/11 15:06"
"825","zh","TRUE","蒂芬橙","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Medium sweet mouth","Brown (amber)","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_tiffin_orange.gif","Tiffin","Orange juice","","","","","","","","","30 ml","90 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/tiffin_orange/index.html","2018/10/11 15:06"
"835","zh","TRUE","Tiffin卡西斯茶","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Medium sweet mouth","Red","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_tiffin_cassis_tea.gif","Tiffin","Ruge Cream de Cassis","Tonic Water","","","","","","","","20 ml","10 ml","90 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/tiffin_cassis_tea/index.html","2018/10/11 15:06"
"845","zh","TRUE","蒂芬牛奶","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Medium sweet mouth","Brown (amber)","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_tiffin_milk.gif","Tiffin","milk","","","","","","","","","30 ml","90 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/tiffin_milk/index.html","2018/10/11 15:06"
"855","zh","TRUE","蒂芬柠檬苏打水","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Medium sweet mouth","Brown (amber)","usually","Build","Pour into the tumbler with ice and gently stir. Squeeze the lemon.","https://www.suntory.co.jp/wnb/img/cocktail/p_tiffin_lemon_soda.gif","Tiffin","soda","","","","","","","","","30 ml","90 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/tiffin_lemon_soda/index.html","2018/10/11 15:06"
"865","zh","TRUE","Troika","Alcohol","TRUE","Cocktail","liqueur","","","short","Cocktail glass","Medium sweet mouth","White","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_troika.gif","vodka","White Curacao (Triple Sek)","Fresh lemon juice","","","","","","","","1/3","1/3","1/3","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/troika/index.html","2018/10/11 15:06"
"875","zh","TRUE","戏剧性的香气","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Medium sweet mouth","Brown (amber)","usually","shake","Shake other than Espresso coffee, Orange curacao and pour into a long glass with crashed de ice. Float the espresso coffee and spray Orange curacao. Decorate dry · orange and mint · leaf and add straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_dramatic_aroma.gif","Mango Yang (mango liqueur)","Disarrono Amaretto","Fresh cream","milk","Espresso coffee","Orange Curacao","","","","","20 ml","15 ml","15 ml","10 ml","Reasonable amount","1 Spray","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/dramatic_aroma/index.html","2018/10/11 15:06"
