object_id,drink_id,language,priority,drink_name,alcoholic,cocktail_or_not,category,base,place,company,cocktailType,glass,taste,color,alcohol_percentage,method_category,method_detail,description,image,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,measure1,measure2,measure3,measure4,measure5,measure6,measure7,measure8,measure9,measure10,source,reference_url,date_modified
315,315,ja,TRUE,ルジェカシスグレープフルーツ,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,甘口,オレンジ,普通,ビルド,氷を入れたグラスに材料を入れ軽くかき混ぜる。,,https://www.suntory.co.jp/wnb/img/cocktail/p_cassis_grapefruit.gif,ルジェ　クレーム　ド　カシス,グレープフルーツジュース,,,,,,,,,1/4,3/4,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cassis_grapefruit/index.html,2018/10/11 15:06
325,325,ja,TRUE,ルジェカシスソーダ,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,甘口,赤,弱い(8度以下）,ビルド,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。お好みで、レモンを飾っても可。,今や最も人気のある定番カクテルのひとつ。家庭でも手軽に作ることができるので、ホームパーティーでも、簡単で喜ばれるおもてなしのドリンクとしておすすめ。アルコール度数も控えめなので、お酒に弱い方にはうれしいカクテルである。,https://www.suntory.co.jp/wnb/img/cocktail/p_cassis_soda.gif,ルジェ　クレーム　ド　カシス,ソーダ,,,,,,,,,45ml,適量,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cassis_soda/index.html,2018/10/11 15:06
335,335,ja,TRUE,ルジェカシスティー,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,甘口,ブラウン(琥珀色）,弱い(8度以下）,ビルド,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,ストレートティーやハーブティー等、お好きなお茶でもOK！,https://www.suntory.co.jp/wnb/img/cocktail/p_cassic_tea.gif,ルジェ　クレーム　ド　カシス,アイスレモンティー,,,,,,,,,1/4,3/4,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cassic_tea/index.html,2018/10/11 15:06
345,345,ja,TRUE,ルジェカシスミルク,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,甘口,ピンク,弱い(8度以下）,ビルド,氷を入れたタンブラーに注ぎ､軽くかき混ぜる。,カシスの果実味とミルクの組み合わせが優しい味わいのカクテル。,https://www.suntory.co.jp/wnb/img/cocktail/p_cassis_milk.gif,ルジェ　クレーム　ド　カシス,牛乳,,,,,,,,,45ml,適量,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cassis_milk/index.html,2018/10/11 15:06
355,355,ja,TRUE,ルジェカシスモヒート,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,辛口,透明,普通,ビルド,ライムとミント・砂糖をグラスに入れる。ペストルでつぶす。氷を入れ、ルジェカシスを注ぐ。ソーダでアップし、ミントを飾る。,女性に人気のカシス・モヒート。,https://www.suntory.co.jp/wnb/img/cocktail/p_cassis_mojito.gif,ルジェ　クレーム　ド　カシス,ライム,ミント,砂糖,ソーダ,,,,,,30ml,適量,適量,適量,適量,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cassis_mojito/index.html,2018/10/11 15:06
365,365,ja,TRUE,ルジェカルテットオレンジ,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,甘口,オレンジ,弱い(8度以下）,ビルド,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。オレンジを飾る。,ベリー系のリキュールとオレンジジュースの相性の良さは抜群！ベリーのリッチな甘酸っぱさとオレンジのフルーティーさがひとつになった、爽やかなカクテル。フルーツジュースで割ったカクテルは、比較的アルコール度数も低めなので、お酒にあまり強くない方でも十分に楽しむことができる。口当たりのよい「カルテット・オレンジ」はカクテルビギナーにもおすすめのカクテル。,https://www.suntory.co.jp/wnb/img/cocktail/p_quartet_orange.gif,ルジェ　クレーム　ド　カルテット,オレンジジュース,,,,,,,,,45ml,適量,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/quartet_orange/index.html,2018/10/11 15:06
375,375,ja,TRUE,ルジェストロベリーソーダ,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,甘口,赤,普通,ビルド,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,イチゴの甘酸っぱさを爽やかに楽しめる華やかなカクテル。,https://www.suntory.co.jp/wnb/img/cocktail/p_strawberry_soda.gif,ルジェ　クレーム　ド　ストロベリー,ソーダ,,,,,,,,,45ml,適量,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/strawberry_soda/index.html,2018/10/11 15:06
385,385,ja,TRUE,ルジェブルーベリーミルク,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,甘口,ピンク,普通,ビルド,氷を入れたタンブラーに注ぎ､軽くかき混ぜる。,ブルーベリーのナチュラルな味わいがミルクとマッチした、やさしい味わいのカクテル。,https://www.suntory.co.jp/wnb/img/cocktail/p_blueberry_milk.gif,ルジェ　クレーム　ド　ブルーベリー,牛乳,,,,,,,,,45ml,適量,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/blueberry_milk/index.html,2018/10/11 15:06
395,395,ja,TRUE,アップルカー,Alcohol,TRUE,カクテル,リキュール,,,ショート,カクテルグラス,中甘辛口,オレンジ,普通,シェーク,シェ－クして、カクテル・グラスに注ぐ。,世界的に有名なカクテル「サイド･カー」のベースを、ノルマンディー産のアップルブランデー「カルヴァドス」に代えてつくったカクテル。カルヴァドスのコクが印象的。,https://www.suntory.co.jp/wnb/img/cocktail/p_apple_car.gif,カルバドス　ブラー　グランソラージュ,ホワイトキュラソー（トリプルセック）,フレッシュレモンジュース,,,,,,,,30ml,20ml,20ml,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/apple_car/index.html,2018/10/11 15:06
405,405,ja,TRUE,アップルロワイヤル,Alcohol,TRUE,カクテル,リキュール,,,ロング,フルート型シャンパングラス,甘口,黄色,弱い(8度以下）,ビルド,ポモー　ド　ノルマンディーとスパークリングワインをフルートグラスに注ぐ。軽くかき混ぜる。,"人気のスパークリングワインを使って、つくるオシャレなカクテル。
スパークリングワインは、少し甘めのものがお勧めです。",https://www.suntory.co.jp/wnb/img/cocktail/p_apple_royal.gif,ブラー　ポモー　ド　ノルマンディー,スパークリングワイン,,,,,,,,,1/4,3/4,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/apple_royal/index.html,2018/10/11 15:06
415,415,ja,TRUE,アプリコットコラーダ,Alcohol,TRUE,カクテル,リキュール,,,ロング,ゴブレット,甘口,オレンジ,弱い(8度以下）,シェーク,十分にシェークし、クラッシュド・アイスを詰めた大型グラスに注ぐ。パイナップルとレッド・チェリーを飾り、ストローを添える。,カリブ海生まれのカクテル「ピニャ・コラーダ」に一味加えた、“カラー･ピニャ・コラーダ“。ココナッツミルクの味わい、フレッシュフルーツのデコレーションはまるで南国にいるような気分にさせてくれる。クレームドアプリコットのほんのりとしたオレンジ色は見た目にもやさしい。,https://www.suntory.co.jp/wnb/img/cocktail/p_apricot_colada.gif,マリブ　（ココナッツリキュール）,ルジェ　クレーム　ド　アプリコット,パイナップルジュース,牛乳,,,,,,,45ml,10ml,45ml,45ml,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/apricot_colada/index.html,2018/10/11 15:06
425,425,ja,TRUE,アプリコットフィズ,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,甘口,ブラウン(琥珀色）,弱い(8度以下）,ビルド,ソーダ以外の材料をシェ－クし、タンブラーに注ぐ。ソーダで満たし、軽くかき混ぜる。,,https://www.suntory.co.jp/wnb/img/cocktail/p_apricot_fizz.gif,ルジェ　クレーム　ド　アプリコット,フレッシュレモンジュース,砂糖,ソーダ,,,,,,,45ml,20ml,1tsp,適量,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/apricot_fizz/index.html,2018/10/11 15:06
435,435,ja,TRUE,アプリコットロワイヤル,Alcohol,TRUE,カクテル,リキュール,,,ロング,フルート型シャンパングラス,甘口,オレンジ,普通,ビルド,冷やした材料をフルート型シャンパン・グラスに注ぎ、軽くかき混ぜる。,「キール・ロワイヤル」のクレームドカシスの代わりに、ストロベリーのリキュールを使ったカクテル。,https://www.suntory.co.jp/wnb/img/cocktail/no_images.gif,ルジェ　クレーム　ド　アプリコット,シャンパン,,,,,,,,,1/5,4/5,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/apricot_royal/index.html,2018/10/11 15:06
445,445,ja,TRUE,アレキサンダー,Alcohol,TRUE,カクテル,リキュール,,,ショート,カクテルグラス,甘口,ブラウン(琥珀色）,普通,シェーク,十分にシェ－クし、カクテル・グラスに注ぐ,イギリス国王エドワード７世が、愛する王妃アレクサンドラに捧げた甘口のカクテル。食後向きのカクテルとして日本でも早くから知られていた。映画『酒とバラの日々』の中で、主人公ジャック･レモンが酒の飲めない妻にアレクサンダーをすすめ、あまりの口当たりの良さに妻が酒を覚えていくシーンに使われた。このカクテルは、はじめ王妃の名前そのままの「アレクサンドラ」と名づけられたが、いつのまにか「アレキサンダー」と呼ばれるようになった。,https://www.suntory.co.jp/wnb/img/cocktail/p_alexander.gif,クルボアジェＶＳＯＰルージュ,カカオリキュール,生クリーム,,,,,,,,1/2,1/4,1/4,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/alexander/index.html,2018/10/11 15:06
455,455,ja,TRUE,イエーガーオレンジ,Alcohol,TRUE,カクテル,リキュール,,,ロング,ロックグラス,中甘辛口,オレンジ,普通,ビルド,氷を入れたロック・グラスにオレンジジュースを注ぎ、上からイエーガーマイスターを静かにフロートする,ドイツ生まれのハーブリキュール「イエーガーマイスター」を手軽に味わうなら、オレンジジュースで割るのがおすすめ。ほろ苦く濃厚なリキュールが、オレンジジュースを加えることでフルーティーで飲みやすくなる。,https://www.suntory.co.jp/wnb/img/cocktail/p_jager_orange.gif,イエーガーマイスター,オレンジジュース,,,,,,,,,45ml,60ml,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/jager_orange/index.html,2018/10/11 15:06
465,465,ja,TRUE,イエーガーシューター,Alcohol,TRUE,カクテル,リキュール,,,ショート,ショットグラス,中甘辛口,ブラウン(琥珀色）,強い（25度以上）,ビルド,冷蔵庫でよく冷やしたイエガーマイスターをあらかじめ冷やしたシューターグラスに注ぐ。,世界で愛されているイエーガーシューター。キンキンに冷えたイエーガーマイスターのほろ苦さがくせになる味わい。,https://www.suntory.co.jp/wnb/img/cocktail/p_jager_shooter.gif,イエーガーマイスター,,,,,,,,,,45ml,,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/jager_shooter/index.html,2018/10/11 15:06
475,475,ja,TRUE,イエーガートニック,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,中甘辛口,ブラウン(琥珀色）,普通,ビルド,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。レモンを飾る。,ドイツ生まれのハーブリキュール「イエーガーマイスター」を手軽に味わうなら、トニックウォーターで割るのがおすすめ。ほろ苦くさわやかな風味は、ジントニックと同様に食前酒としても楽しめる。,https://www.suntory.co.jp/wnb/img/cocktail/p_jager_tonic.gif,イエーガーマイスター,トニックウォーター,,,,,,,,,45ml,適量,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/jager_tonic/index.html,2018/10/11 15:06
485,485,ja,TRUE,イタリアンサーファー,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,中甘辛口,黄色,普通,ビルド,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,ココナッツ風味のマリブと、あんずの核を原料にしたアマレットのふたつのリキュールを使った甘口のカクテル。そこにパイナップルジュースが加わって、トロピカルな味わいが誕生している。女性好みのフルーティーなカクテルである。,https://www.suntory.co.jp/wnb/img/cocktail/p_italian_surfer.gif,マリブ　（ココナッツリキュール）,アマレット,パイナップルジュース,,,,,,,,30ml,30ml,適量,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/italian_surfer/index.html,2018/10/11 15:06
495,495,ja,TRUE,ウンダーベルクソーダ,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,辛口,ブラウン(琥珀色）,普通,ビルド,氷を入れたグラスにウンダーベルクとソーダを注いて軽く混ぜる,きりっと冷たいソーダ割はウンダーベルクのハーブの香りをより引き立てる爽快な味わいです。,https://www.suntory.co.jp/wnb/img/cocktail/p_Underberg_with_Soda.gif,ウンダーベルク,ソーダ,,,,,,,,,20ml,100ml,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/Underberg_with_Soda/index.html,2018/10/11 15:06
505,505,ja,TRUE,エックスワイジー,Alcohol,TRUE,カクテル,リキュール,,,ショート,カクテルグラス,中甘辛口,白,強い（25度以上）,シェーク,シェークして、カクテル・グラスに注ぐ。,"ラムと、キュラソーと、レモンジュースの、いたってシンプルなカクテル。エックス・ワイ・ジーは、アルファベットの終わり。すなわち“最後のカクテル”という意味。「これ以上のものはない、最高のカクテル」という、作者の自信が満ちあふれたカクテル名である。レモンのさわやかな酸味と甘く苦いキュラソーの味が一つに溶け合い、ラムを優しく包む。飲み口のよさで誰にでも好まれる、白い色が美しいカクテルである。
ラムをブランデーにかえれば、「サイドカー」。じつはこの「エックス・ワイ・ジー」は、「サイドカー」を基本に作られたバリエーションのカクテルなのだ。また、「エックス・ワイ・ジー」に使われる材料の比率を変えると「マイアミ」にも変化する。",https://www.suntory.co.jp/wnb/img/cocktail/p_xyz.gif,ブルガル　エクストラドライ,ホワイトキュラソー（トリプルセック）,フレッシュレモンジュース,,,,,,,,1/2,1/4,1/4,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/xyz/index.html,2018/10/11 15:06
515,515,ja,TRUE,エメラルドミスト,Alcohol,TRUE,カクテル,リキュール,,,ロング,ロックグラス,甘口,青,強い（25度以上）,ステア,ステアして、クラッシュド・アイスを詰めたロック・グラスに注ぐ。レモン・ピールを絞りかけグラスの中に落とし、ストローを添える。,ドランブイとブルーキュラソーでつくった、色合いの美しいカクテル。ミストとは、ロックグラスやタンブラーにクラッシュドアイスを詰めると、グラスの表面が冷えて霧（ミスト）で覆われたようになることからつけられた名前。,https://www.suntory.co.jp/wnb/img/cocktail/p_emerald_mist.gif,ドランブイ,ザ・ブルー（ブルーキュラソー）,,,,,,,,,45ml,20ml,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/emerald_mist/index.html,2018/10/11 15:06
525,525,ja,TRUE,オーガズム,Alcohol,TRUE,カクテル,リキュール,,,ショート,カクテルグラス,甘口,ブラウン(琥珀色）,普通,シェーク,シェークして、大型カクテル・グラスに注ぐ。,近頃のカクテルには、思わずニヤリとさせられるネーミングのものが登場するようになった。常識的な見方からすると、一体これは何なんだ！と言いたくなるものも多いが、作り手にとっては常識人の神経を逆なでする面白さがあるのかもしれない。トム・クルーズ主演の映画『カクテル』には、そんなカクテル名のオンパレードのくだりがあったが、字幕には出てこないものが多かった。「オーガズム」も、そんなドキリとさせられるカクテルのひとつ。だが、味わいは、まろやか。風味のバランスのいい甘口である。,https://www.suntory.co.jp/wnb/img/cocktail/p_orgasm.gif,ドランブイ,カルーア　コーヒーリキュール,アマレット,生クリーム,牛乳,,,,,,20ml,20ml,15ml,15ml,15ml,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/orgasm/index.html,2018/10/11 15:06
535,535,ja,TRUE,オーロラ,Alcohol,TRUE,カクテル,リキュール,,,ショート,タンブラー,中甘辛口,赤,普通,シェーク,シェークして、カクテル・グラスに注ぐ。,"1994 Suntory Cocktail Competiton スピリッツ部門 優勝
大塚 陽人氏の作品",https://www.suntory.co.jp/wnb/img/cocktail/p_aurora.gif,ウォッカ,ルジェ　クレーム　ド　カシス,グレープフルーツジュース,サントリーカクテルレモン,グレナデンシロップ,,,,,,1/2,1/6,1/12,1/12,1/6,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/aurora/index.html,2018/10/11 15:06
545,545,ja,TRUE,オリンピック,Alcohol,TRUE,カクテル,リキュール,,,ショート,カクテルグラス,中甘辛口,オレンジ,普通,シェーク,シェークして、カクテル・グラスに注ぐ。,"パリの有名な高級ホテル「ホテル・リッツ」で生まれたという。
オレンジリキュールの独特なほろ苦さが、ジュースの甘味を適度に引き締め、
ブランデーのコクを更に深めているカクテルである。
1900年、パリで開かれたオリンピックを記念してできたという由緒あるカクテルだ。",https://www.suntory.co.jp/wnb/img/cocktail/p_olimpic.gif,クルボアジェＶＳＯＰルージュ,オレンジキュラソー,オレンジジュース,,,,,,,,1/3,1/3,1/3,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/olimpic/index.html,2018/10/11 15:06
555,555,ja,TRUE,カフェショコラミルク,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,甘口,ブラウン(琥珀色）,普通,ビルド,氷を入れたグラスに注ぎ、軽くかき混ぜる。,,https://www.suntory.co.jp/wnb/img/cocktail/p_cafe_chocolat_milk.gif,モーツァルト　ブラック,カルーア　コーヒーリキュール,牛乳,,,,,,,,15ml,15ml,90ml,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cafe_chocolat_milk/index.html,2018/10/11 15:06
565,565,ja,TRUE,カミカゼ,Alcohol,TRUE,カクテル,リキュール,,,ロング,ロックグラス,中甘辛口,白,強い（25度以上）,シェーク,シェークして、氷を入れたロック・グラスに注ぐ。,「カミカゼ」とは、第2次世界大戦時に日本の戦闘機につけられた名前。名前は日本名だが、アメリカで生まれたカクテル。ホワイトキュラソーの苦みばしった味が印象的。カミカゼのように鋭い口当たりが名前の由来だろうか？第1次世界大戦後から少しずつ兵器名のついたカクテルがカクテルブックにのるようになった。「フレンチ75」、「B－52」など。カクテルはいろいろな国の飲み物がひとつになって新しい味わいを作り出す。平和の時代の飲み物。,https://www.suntory.co.jp/wnb/img/cocktail/p_kamikaze.gif,ウォッカ,ホワイトキュラソー（トリプルセック）,フレッシュライムジュース,,,,,,,,20ml,20ml,20ml,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kamikaze/index.html,2018/10/11 15:06
575,575,ja,TRUE,カルーアウーロン,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,甘口,ブラウン(琥珀色）,弱い(8度以下）,ビルド,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,どんな味わいなのか？なかなか想像できないが、カルーアがウーロン茶をエスニック風の紅茶風味に変身させる。相性の良さにびっくり。レモンを入れてもよく、カルーアの甘みとレモンの酸味のバランスがよい、簡単で新鮮なカクテルである。,https://www.suntory.co.jp/wnb/img/cocktail/p_kahlua_oolong.gif,カルーア　コーヒーリキュール,烏龍茶,,,,,,,,,45ml,適量,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kahlua_oolong/index.html,2018/10/11 15:06
585,585,ja,TRUE,カルーアオレンジ,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,甘口,ブラウン(琥珀色）,弱い(8度以下）,ビルド,クラッシュドアイスを詰めたタンブラーに注ぎ、軽くかき混ぜる。ストローを添える。,カルーアとオレンジジュースをグラスに注ぐだけの簡単カクテル。家庭でも、アウトドアでもどこででも手軽に作れてしまう。コーヒーのビターテイストと、オレンジのフルーティーな甘さが意外にもマッチして、忘れられない味わい。,https://www.suntory.co.jp/wnb/img/cocktail/p_kahlua_orange.gif,カルーア　コーヒーリキュール,オレンジジュース,,,,,,,,,45ml,適量,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kahlua_orange/index.html,2018/10/11 15:06
595,595,ja,TRUE,カルーアコーラ,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,甘口,ブラウン(琥珀色）,弱い(8度以下）,ビルド,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,一瞬「ん？」と思ってしまうような組み合わせのカクテルだが、意外にもさっぱりとした味わいで相性は良い。レモンスライスを添えると一層さわやかに。“シュワシュワ”とした軽い刺激がのどを潤してくれるカクテルである。,https://www.suntory.co.jp/wnb/img/cocktail/p_kahlua_cola.gif,カルーア　コーヒーリキュール,コーラ,,,,,,,,,30ml,適量,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kahlua_cola/index.html,2018/10/11 15:06
605,605,ja,TRUE,カルーアコラーダ,Alcohol,TRUE,カクテル,リキュール,,,ロング,ゴブレット,甘口,ブラウン(琥珀色）,弱い(8度以下）,シェーク,十分にシェークし、クラッシュド・アイスを詰めた大型グラスに注ぐ。パイナップルとレッド・チェリーを飾り、ストローを添える。,フロリダ生まれのカクテル「ピニャ・コラーダ」に一味加えた、「カルーア・ピニャ・コラーダ」。ココナッツのコクと香ばしいカルーアの香りの相性は抜群。ブラウン色のピニャ・コラーダ！夏の太陽の下、こんがり焼けた肌の色にあわせて楽しんでみてはいかが？,https://www.suntory.co.jp/wnb/img/cocktail/p_kahlua_colada.gif,マリブ　（ココナッツリキュール）,カルーア　コーヒーリキュール,パイナップルジュース,牛乳,,,,,,,45ml,10ml,45ml,45ml,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kahlua_colada/index.html,2018/10/11 15:06
615,615,ja,TRUE,カルーアソーダ,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,甘口,ブラウン(琥珀色）,弱い(8度以下）,ビルド,氷を入れたタンブラーに注ぎ、軽かき混ぜる。,濃厚なカルーアをソーダで割ると、甘口のカルーアがフレッシュなドリンクに変身！カルーアとソーダをグラスに注ぐだけの簡単カクテル。レモンスライスを添えるとなお一層さわやかになる。,https://www.suntory.co.jp/wnb/img/cocktail/p_kahlua_soda.gif,カルーア　コーヒーリキュール,ソーダ,,,,,,,,,45ml,適量,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kahlua_soda/index.html,2018/10/11 15:06
625,625,ja,TRUE,カルーアベリー,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,甘口,ブラウン(琥珀色）,普通,ビルド,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,定番の人気カクテル「カルーア・ミルク」に、クレームドフランボワーズ（木いちごのリキュール）を加えたもの。イチゴとミルクの相性の良さはご存知の通りだが、フランボワーズには、さらに甘酸っぱさが加わり、甘さの中にもさっぱりとして酸味が感じられる。食後のデザートにぴったりのカクテルである。,https://www.suntory.co.jp/wnb/img/cocktail/p_kahlua_berry.gif,ルジェ　クレーム　ド　フランボワーズ,カルーア　コーヒーリキュール,牛乳,,,,,,,,30ml,20ml,適量,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kahlua_berry/index.html,2018/10/11 15:06
635,635,ja,TRUE,カルーアラテ,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,甘口,ブラウン(琥珀色）,弱い(8度以下）,シェーク,充分にシェークして、氷を入れたグラスに注ぐ。,お馴染みの「カルーア・ミルク」をシェークした、口当たりのまろやかなカクテル。最後にお好みでシナモンパウダーをふりかけるのもおすすめ。,https://www.suntory.co.jp/wnb/img/cocktail/p_kahlua_latte.gif,カルーア　コーヒーリキュール,牛乳,,,,,,,,,30ml,90ml,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kahlua_latte/index.html,2018/10/11 15:06
645,645,ja,TRUE,カルーアリッキー,Alcohol,TRUE,カクテル,リキュール,,,ロング,タンブラー,甘口,ブラウン(琥珀色）,普通,ビルド,タンブラーにライムを絞り、氷を加える。カルーアを注ぎ、冷やしたソーダで満たし、軽くかき混ぜる。,カルーアとソーダ、ライムの組み合わせが絶妙にあい、爽快な飲み口のカクテル。,https://www.suntory.co.jp/wnb/img/cocktail/p_kahlua_ricky.gif,カルーア　コーヒーリキュール,ソーダ,ライム,,,,,,,,30ml,適量,1/2個,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kahlua_ricky/index.html,2018/10/11 15:06
655,655,ja,TRUE,キール,Alcohol,TRUE,カクテル,リキュール,,,ロング,ワイングラス,中甘辛口,赤,普通,ビルド,冷やした材料をワイン・グラスに注ぎ、軽くかき混ぜる。,ワイン・ベース・カクテルとして世界一の人気を誇る「キール」。誕生は1945年、フランス・ブルゴーニュ地方・ディジョン市の市長、キャノン・フェリックス・キール氏が、ブルゴーニュ地方特産の“アリゴテ”という辛口の白ワインとクレームドカシスをミックスして作ったのが始まり。キール氏は公式レセプションのたびにアペリティフにはこのカクテルを勧め、農業振興の旗印としていた。パーティーやお祝いのアペリティフにぴったりの華やかなワインカクテルである。十分にワインを冷やし、クレームドカシスを多めに使うのがおいしくつくるポイント。,https://www.suntory.co.jp/wnb/img/cocktail/p_kir.gif,白ワイン,ルジェ　クレーム　ド　カシス,,,,,,,,,4/5,1/5,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kir/index.html,2018/10/11 15:06
665,665,ja,TRUE,キッスインザダーク,Alcohol,TRUE,カクテル,リキュール,,,ショート,カクテルグラス,中甘辛口,赤,普通,シェーク,シェークして、カクテル・グラスに注ぐ。,ジンとベルモットの定番の組み合わせにチェリーリキュールを加えると、ほんのりと甘いロマンティックなカクテルに変身。3つのお酒が絶妙にマッチした大人のカクテル。デートの最後はこれできめたい。,https://www.suntory.co.jp/wnb/img/cocktail/p_kiss_in_the_dark.gif,ヒーリングチェリー,ジン,ドライベルモット,,,,,,,,1/3,1/3,1/3,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kiss_in_the_dark/index.html,2018/10/11 15:06
