id,drink_id,language,description,recipe,color,location,company
463,155,0,レモンを軽くつぶして飲む爽快カクテル。,グラスに1/8程度の厚切りレモンとたっぷりの氷を入れる。ルジェペシェを入れる。ソーダを静かに注ぐ。リッキースティックでレモンを数回つぶす。,黄色,,
464,155,1,Peach liqueur,Place 1/8 thick slices of lemon and plenty of ice in a glass. Put in the lees peches. Pour the soda gently. Crush the lemon several times with Ricky Stick.,yellow,,
465,155,2,桃利口酒,将1/8厚的柠檬片和大量的冰放入玻璃杯中。放入酒糟。轻轻倒入苏打水。用Ricky Stick将柠檬粉碎几次。,黄,,
466,156,0,青リンゴとソーダﾞが瑞々しい味わいの爽快カクテル。カットレモンを添えると一層フレッシュな味わいに。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,緑,,
467,156,1,Ruge Green Apple,Pour into the tumbler with ice and gently stir.,Green,,
468,156,2,Ruge Green Apple,用冰倒入滚筒，轻轻搅拌。,绿茵,,
469,157,0,ルジェ クレーム ド アプリコットはオレンジジュースとの相性が抜群。アルコール度数低めの甘くてフルーティなカクテル。,氷を入れたタンブラーに注ぎ､軽くかき混ぜる。,透明,,
470,157,1,Ruge Cream apricot,Pour into the tumbler with ice and gently stir.,Transparent,,
471,157,2,Ruge奶油杏,用冰倒入滚筒，轻轻搅拌。,透明,,
472,158,0,カシスとオレンジのフルーティーさが満喫できる、男女問わず大人気のカクテル。家庭でも手軽に作ることができるので、ホームパーティーのときなど、簡単でかつ喜ばれるおもてなしのドリンクとしておすすめ。アルコール度数も控えめなので、お酒に弱い人にもうれしいカクテルである。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,オレンジ,,
473,158,1,Ruge Cream de Cassis,Pour into the tumbler with ice and gently stir.,Orange,,
474,158,2,Ruge Cream de Cassis,用冰倒入滚筒，轻轻搅拌。,橙,,
475,159,0,,氷を入れたグラスに材料を入れ軽くかき混ぜる。,オレンジ,,
476,159,1,Ruge Cream de Cassis,Pour the ingredients into the glass with ice and stir gently.,Orange,,
477,159,2,Ruge Cream de Cassis,用冰将配料倒入玻璃杯中，轻轻搅拌。,橙,,
478,160,0,今や最も人気のある定番カクテルのひとつ。家庭でも手軽に作ることができるので、ホームパーティーでも、簡単で喜ばれるおもてなしのドリンクとしておすすめ。アルコール度数も控えめなので、お酒に弱い方にはうれしいカクテルである。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。お好みで、レモンを飾っても可。,赤,,
479,160,1,Ruge Cream de Cassis,"Pour into the tumbler with ice and gently stir. You can decorate lemon, if you like.",Red,,
480,160,2,Ruge Cream de Cassis,用冰倒入滚筒，轻轻搅拌。如果你愿意，你可以装饰柠檬。,红,,
481,161,0,ストレートティーやハーブティー等、お好きなお茶でもOK！,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,ブラウン(琥珀色）,,
482,161,1,Ruge Cream de Cassis,Pour into the tumbler with ice and gently stir.,Brown (amber),,
483,161,2,Ruge Cream de Cassis,用冰倒入滚筒，轻轻搅拌。,棕色（琥珀色）,,
484,162,0,カシスの果実味とミルクの組み合わせが優しい味わいのカクテル。,氷を入れたタンブラーに注ぎ､軽くかき混ぜる。,ピンク,,
485,162,1,Ruge Cream de Cassis,Pour into the tumbler with ice and gently stir.,pink,,
486,162,2,Ruge Cream de Cassis,用冰倒入滚筒，轻轻搅拌。,粉红色,,
487,163,0,女性に人気のカシス・モヒート。,ライムとミント・砂糖をグラスに入れる。ペストルでつぶす。氷を入れ、ルジェカシスを注ぐ。ソーダでアップし、ミントを飾る。,透明,,
488,163,1,Ruge Cream de Cassis,"Put the lime and mint sugar in the glass. Crush with pestle. Pour ice and pour Rudge cassis. Up with soda, decorate mint.",Transparent,,
489,163,2,Ruge Cream de Cassis,把石灰和薄荷糖放在玻璃杯里。用杵碾碎。倒冰，倒入拉奇黑醋栗。用苏打水装饰薄荷。,透明,,
490,164,0,ベリー系のリキュールとオレンジジュースの相性の良さは抜群！ベリーのリッチな甘酸っぱさとオレンジのフルーティーさがひとつになった、爽やかなカクテル。フルーツジュースで割ったカクテルは、比較的アルコール度数も低めなので、お酒にあまり強くない方でも十分に楽しむことができる。口当たりのよい「カルテット・オレンジ」はカクテルビギナーにもおすすめのカクテル。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。オレンジを飾る。,オレンジ,,
491,164,1,Ruge Cream de Quartet,Pour into the tumbler with ice and gently stir. Decorate oranges.,Orange,,
492,164,2,Ruge Cream de Quartet,用冰倒入滚筒，轻轻搅拌。装饰橘子。,橙,,
493,165,0,イチゴの甘酸っぱさを爽やかに楽しめる華やかなカクテル。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,赤,,
494,165,1,Ruge Cream de Strawberry,Pour into the tumbler with ice and gently stir.,Red,,
495,165,2,Ruge Cream de Strawberry,用冰倒入滚筒，轻轻搅拌。,红,,
496,166,0,ブルーベリーのナチュラルな味わいがミルクとマッチした、やさしい味わいのカクテル。,氷を入れたタンブラーに注ぎ､軽くかき混ぜる。,ピンク,,
497,166,1,Ruge Creamed Blueberries,Pour into the tumbler with ice and gently stir.,pink,,
498,166,2,Ruge奶油蓝莓,用冰倒入滚筒，轻轻搅拌。,粉红色,,
499,167,0,世界的に有名なカクテル「サイド･カー」のベースを、ノルマンディー産のアップルブランデー「カルヴァドス」に代えてつくったカクテル。カルヴァドスのコクが印象的。,シェ－クして、カクテル・グラスに注ぐ。,オレンジ,,
500,167,1,Calvados Blur Grand Sorage,Shake and pour into a cocktail glass.,Orange,,
501,167,2,Calvados Blur Grand Sorage,摇匀，倒入鸡尾酒杯。,橙,,
502,168,0,"人気のスパークリングワインを使って、つくるオシャレなカクテル。
スパークリングワインは、少し甘めのものがお勧めです。",ポモー　ド　ノルマンディーとスパークリングワインをフルートグラスに注ぐ。軽くかき混ぜる。,黄色,,
503,168,1,Blur Pomodo Normandie,Pour Pomodo Normandie and sparkling wine into flute glass. Stir lightly.,yellow,,
504,168,2,模糊Pomodo Normandie,将Pomodo Normandie和起泡酒倒入长笛玻璃杯中。轻轻搅拌。,黄,,
505,169,0,カリブ海生まれのカクテル「ピニャ・コラーダ」に一味加えた、“カラー･ピニャ・コラーダ“。ココナッツミルクの味わい、フレッシュフルーツのデコレーションはまるで南国にいるような気分にさせてくれる。クレームドアプリコットのほんのりとしたオレンジ色は見た目にもやさしい。,十分にシェークし、クラッシュド・アイスを詰めた大型グラスに注ぐ。パイナップルとレッド・チェリーを飾り、ストローを添える。,オレンジ,,
506,169,1,Malibu (coconut liqueur),Shake thoroughly and pour into a large glass filled with crushed ice cream. Decorate pineapple and red cherry and add a straw.,Orange,,
507,169,2,马里布（椰子利口酒）,彻底摇匀，倒入装满碎冰淇淋的大玻璃杯中。装饰菠萝和红樱桃，加入吸管。,橙,,
508,170,0,,ソーダ以外の材料をシェ－クし、タンブラーに注ぐ。ソーダで満たし、軽くかき混ぜる。,ブラウン(琥珀色）,,
509,170,1,Ruge Cream apricot,Shake materials other than soda and pour into a tumbler. Fill it with soda and stir gently.,Brown (amber),,
510,170,2,Ruge奶油杏,摇动苏打水以外的材料，倒入滚筒中。用苏打水充满，轻轻搅拌。,棕色（琥珀色）,,
511,171,0,「キール・ロワイヤル」のクレームドカシスの代わりに、ストロベリーのリキュールを使ったカクテル。,冷やした材料をフルート型シャンパン・グラスに注ぎ、軽くかき混ぜる。,オレンジ,,
512,171,1,Ruge Cream apricot,Pour the chilled material into flute champagne glass and gently stir.,Orange,,
513,171,2,Ruge奶油杏,将冷藏材料倒入长笛香槟杯中，轻轻搅拌。,橙,,
514,172,0,イギリス国王エドワード７世が、愛する王妃アレクサンドラに捧げた甘口のカクテル。食後向きのカクテルとして日本でも早くから知られていた。映画『酒とバラの日々』の中で、主人公ジャック･レモンが酒の飲めない妻にアレクサンダーをすすめ、あまりの口当たりの良さに妻が酒を覚えていくシーンに使われた。このカクテルは、はじめ王妃の名前そのままの「アレクサンドラ」と名づけられたが、いつのまにか「アレキサンダー」と呼ばれるようになった。,十分にシェ－クし、カクテル・グラスに注ぐ,ブラウン(琥珀色）,,
515,172,1,Courvoisier VSOP Rouge,Shake thoroughly and pour into a cocktail glass,Brown (amber),,
516,172,2,Courvoisier VSOP Rouge,彻底摇匀，倒入鸡尾酒杯,棕色（琥珀色）,,
517,173,0,ドイツ生まれのハーブリキュール「イエーガーマイスター」を手軽に味わうなら、オレンジジュースで割るのがおすすめ。ほろ苦く濃厚なリキュールが、オレンジジュースを加えることでフルーティーで飲みやすくなる。,氷を入れたロック・グラスにオレンジジュースを注ぎ、上からイエーガーマイスターを静かにフロートする,オレンジ,,
518,173,1,Jaeger Meister,Pour orange juice into the rock glass with ice and float quietly with Jager Meister from the top,Orange,,
519,173,2,杰格梅斯特,用冰块将橙汁倒入岩石玻璃杯中，然后从顶部静静地与Jager Meister一起漂浮,橙,,
520,174,0,世界で愛されているイエーガーシューター。キンキンに冷えたイエーガーマイスターのほろ苦さがくせになる味わい。,冷蔵庫でよく冷やしたイエガーマイスターをあらかじめ冷やしたシューターグラスに注ぐ。,ブラウン(琥珀色）,,
521,174,1,Jaeger Meister,Pour the Jaeger Meister that was well chilled in the refrigerator into a pre-chilled shooter glass.,Brown (amber),,
522,174,2,杰格梅斯特,将冰箱中冷藏的Jaeger Meister倒入预冷的射击玻璃杯中。,棕色（琥珀色）,,
523,175,0,ドイツ生まれのハーブリキュール「イエーガーマイスター」を手軽に味わうなら、トニックウォーターで割るのがおすすめ。ほろ苦くさわやかな風味は、ジントニックと同様に食前酒としても楽しめる。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。レモンを飾る。,ブラウン(琥珀色）,,
524,175,1,Jaeger Meister,Pour into the tumbler with ice and gently stir. Decorate lemon.,Brown (amber),,
525,175,2,杰格梅斯特,用冰倒入滚筒，轻轻搅拌。装饰柠檬。,棕色（琥珀色）,,
526,176,0,ココナッツ風味のマリブと、あんずの核を原料にしたアマレットのふたつのリキュールを使った甘口のカクテル。そこにパイナップルジュースが加わって、トロピカルな味わいが誕生している。女性好みのフルーティーなカクテルである。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,黄色,,
527,176,1,Malibu (coconut liqueur),Pour into the tumbler with ice and gently stir.,yellow,,
528,176,2,马里布（椰子利口酒）,用冰倒入滚筒，轻轻搅拌。,黄,,
529,177,0,きりっと冷たいソーダ割はウンダーベルクのハーブの香りをより引き立てる爽快な味わいです。,氷を入れたグラスにウンダーベルクとソーダを注いて軽く混ぜる,ブラウン(琥珀色）,,
530,177,1,Underberg,Pour underberg and soda into a glass with ice and lightly mix,Brown (amber),,
531,177,2,德尔贝格,将underberg和苏打水倒入装有冰块的玻璃杯中轻轻混合,棕色（琥珀色）,,
532,178,0,"ラムと、キュラソーと、レモンジュースの、いたってシンプルなカクテル。エックス・ワイ・ジーは、アルファベットの終わり。すなわち“最後のカクテル”という意味。「これ以上のものはない、最高のカクテル」という、作者の自信が満ちあふれたカクテル名である。レモンのさわやかな酸味と甘く苦いキュラソーの味が一つに溶け合い、ラムを優しく包む。飲み口のよさで誰にでも好まれる、白い色が美しいカクテルである。
ラムをブランデーにかえれば、「サイドカー」。じつはこの「エックス・ワイ・ジー」は、「サイドカー」を基本に作られたバリエーションのカクテルなのだ。また、「エックス・ワイ・ジー」に使われる材料の比率を変えると「マイアミ」にも変化する。",シェークして、カクテル・グラスに注ぐ。,白,,
533,178,1,Bulgar Extra Dry,Shake and pour into a cocktail glass.,White,,
534,178,2,Bulgar Extra Dry,摇匀，倒入鸡尾酒杯。,白,,
535,179,0,ドランブイとブルーキュラソーでつくった、色合いの美しいカクテル。ミストとは、ロックグラスやタンブラーにクラッシュドアイスを詰めると、グラスの表面が冷えて霧（ミスト）で覆われたようになることからつけられた名前。,ステアして、クラッシュド・アイスを詰めたロック・グラスに注ぐ。レモン・ピールを絞りかけグラスの中に落とし、ストローを添える。,青,,
536,179,1,Drambui,Steer and pour into a rock / glass filled with crushed ice cream. Drop the lemon / peel into the glass and squeeze the straw.,Blue,,
537,179,2,Drambuie,转向并倒入装满碎冰淇淋的岩石/玻璃杯中。将柠檬/果皮放入玻璃杯中并挤压吸管。,绿,,
538,180,0,近頃のカクテルには、思わずニヤリとさせられるネーミングのものが登場するようになった。常識的な見方からすると、一体これは何なんだ！と言いたくなるものも多いが、作り手にとっては常識人の神経を逆なでする面白さがあるのかもしれない。トム・クルーズ主演の映画『カクテル』には、そんなカクテル名のオンパレードのくだりがあったが、字幕には出てこないものが多かった。「オーガズム」も、そんなドキリとさせられるカクテルのひとつ。だが、味わいは、まろやか。風味のバランスのいい甘口である。,シェークして、大型カクテル・グラスに注ぐ。,ブラウン(琥珀色）,,
539,180,1,Drambui,Shake and pour into a large cocktail glass.,Brown (amber),,
540,180,2,Drambuie,摇晃并倒入一个大鸡尾酒杯。,棕色（琥珀色）,,
541,181,0,"1994 Suntory Cocktail Competiton スピリッツ部門 優勝
大塚 陽人氏の作品",シェークして、カクテル・グラスに注ぐ。,赤,,
542,181,1,vodka,Shake and pour into a cocktail glass.,Red,,
543,181,2,伏特加酒,摇匀，倒入鸡尾酒杯。,红,,
544,182,0,"パリの有名な高級ホテル「ホテル・リッツ」で生まれたという。
オレンジリキュールの独特なほろ苦さが、ジュースの甘味を適度に引き締め、
ブランデーのコクを更に深めているカクテルである。
1900年、パリで開かれたオリンピックを記念してできたという由緒あるカクテルだ。",シェークして、カクテル・グラスに注ぐ。,オレンジ,,
545,182,1,Courvoisier VSOP Rouge,Shake and pour into a cocktail glass.,Orange,,
546,182,2,Courvoisier VSOP Rouge,摇匀，倒入鸡尾酒杯。,橙,,
547,183,0,,氷を入れたグラスに注ぎ、軽くかき混ぜる。,ブラウン(琥珀色）,,
548,183,1,Mozart Black,Pour into ice glass and stir lightly.,Brown (amber),,
549,183,2,莫扎特布莱克,倒入冰水杯中轻轻搅拌。,棕色（琥珀色）,,
550,184,0,「カミカゼ」とは、第2次世界大戦時に日本の戦闘機につけられた名前。名前は日本名だが、アメリカで生まれたカクテル。ホワイトキュラソーの苦みばしった味が印象的。カミカゼのように鋭い口当たりが名前の由来だろうか？第1次世界大戦後から少しずつ兵器名のついたカクテルがカクテルブックにのるようになった。「フレンチ75」、「B－52」など。カクテルはいろいろな国の飲み物がひとつになって新しい味わいを作り出す。平和の時代の飲み物。,シェークして、氷を入れたロック・グラスに注ぐ。,白,,
551,184,1,vodka,Shake and pour into the rock glass with ice.,White,,
552,184,2,伏特加酒,用冰块摇动并倒入岩石玻璃杯中。,白,,
553,185,0,どんな味わいなのか？なかなか想像できないが、カルーアがウーロン茶をエスニック風の紅茶風味に変身させる。相性の良さにびっくり。レモンを入れてもよく、カルーアの甘みとレモンの酸味のバランスがよい、簡単で新鮮なカクテルである。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,ブラウン(琥珀色）,,
554,185,1,Kalua coffee liqueur,Pour into the tumbler with ice and gently stir.,Brown (amber),,
555,185,2,Kalua咖啡利口酒,用冰倒入滚筒，轻轻搅拌。,棕色（琥珀色）,,
556,186,0,カルーアとオレンジジュースをグラスに注ぐだけの簡単カクテル。家庭でも、アウトドアでもどこででも手軽に作れてしまう。コーヒーのビターテイストと、オレンジのフルーティーな甘さが意外にもマッチして、忘れられない味わい。,クラッシュドアイスを詰めたタンブラーに注ぎ、軽くかき混ぜる。ストローを添える。,ブラウン(琥珀色）,,
557,186,1,Kalua coffee liqueur,Pour into a tumbler packed with crushed ice and gently stir. Add a straw.,Brown (amber),,
558,186,2,Kalua咖啡利口酒,倒入装满碎冰的滚筒中，轻轻搅拌。加一根稻草。,棕色（琥珀色）,,
559,187,0,一瞬「ん？」と思ってしまうような組み合わせのカクテルだが、意外にもさっぱりとした味わいで相性は良い。レモンスライスを添えると一層さわやかに。“シュワシュワ”とした軽い刺激がのどを潤してくれるカクテルである。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,ブラウン(琥珀色）,,
560,187,1,Kalua coffee liqueur,Pour into the tumbler with ice and gently stir.,Brown (amber),,
561,187,2,Kalua咖啡利口酒,用冰倒入滚筒，轻轻搅拌。,棕色（琥珀色）,,
562,188,0,フロリダ生まれのカクテル「ピニャ・コラーダ」に一味加えた、「カルーア・ピニャ・コラーダ」。ココナッツのコクと香ばしいカルーアの香りの相性は抜群。ブラウン色のピニャ・コラーダ！夏の太陽の下、こんがり焼けた肌の色にあわせて楽しんでみてはいかが？,十分にシェークし、クラッシュド・アイスを詰めた大型グラスに注ぐ。パイナップルとレッド・チェリーを飾り、ストローを添える。,ブラウン(琥珀色）,,
563,188,1,Malibu (coconut liqueur),Shake thoroughly and pour into a large glass filled with crushed ice cream. Decorate pineapple and red cherry and add a straw.,Brown (amber),,
564,188,2,马里布（椰子利口酒）,彻底摇匀，倒入装满碎冰淇淋的大玻璃杯中。装饰菠萝和红樱桃，加入吸管。,棕色（琥珀色）,,
565,189,0,濃厚なカルーアをソーダで割ると、甘口のカルーアがフレッシュなドリンクに変身！カルーアとソーダをグラスに注ぐだけの簡単カクテル。レモンスライスを添えるとなお一層さわやかになる。,氷を入れたタンブラーに注ぎ、軽かき混ぜる。,ブラウン(琥珀色）,,
566,189,1,Kalua coffee liqueur,Pour into the tumbler with ice and stir lightly.,Brown (amber),,
567,189,2,Kalua咖啡利口酒,用冰倒入滚筒中，轻轻搅拌。,棕色（琥珀色）,,
568,190,0,定番の人気カクテル「カルーア・ミルク」に、クレームドフランボワーズ（木いちごのリキュール）を加えたもの。イチゴとミルクの相性の良さはご存知の通りだが、フランボワーズには、さらに甘酸っぱさが加わり、甘さの中にもさっぱりとして酸味が感じられる。食後のデザートにぴったりのカクテルである。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,ブラウン(琥珀色）,,
569,190,1,Ruge Cream de Franboise,Pour into the tumbler with ice and gently stir.,Brown (amber),,
570,190,2,Ruge Cream de Franboise,用冰倒入滚筒，轻轻搅拌。,棕色（琥珀色）,,
571,191,0,お馴染みの「カルーア・ミルク」をシェークした、口当たりのまろやかなカクテル。最後にお好みでシナモンパウダーをふりかけるのもおすすめ。,充分にシェークして、氷を入れたグラスに注ぐ。,ブラウン(琥珀色）,,
572,191,1,Kalua coffee liqueur,Shake thoroughly and pour into ice glass.,Brown (amber),,
573,191,2,Kalua咖啡利口酒,彻底摇匀，倒入冰杯中。,棕色（琥珀色）,,
574,192,0,カルーアとソーダ、ライムの組み合わせが絶妙にあい、爽快な飲み口のカクテル。,タンブラーにライムを絞り、氷を加える。カルーアを注ぎ、冷やしたソーダで満たし、軽くかき混ぜる。,ブラウン(琥珀色）,,
575,192,1,Kalua coffee liqueur,"Squeeze the lime to the tumbler and add ice. Pour the karua, fill with cold soda and stir gently.",Brown (amber),,
576,192,2,Kalua咖啡利口酒,将石灰挤压到滚筒上并加冰。倒入karua，加入冷苏打，轻轻搅拌。,棕色（琥珀色）,,
577,193,0,ワイン・ベース・カクテルとして世界一の人気を誇る「キール」。誕生は1945年、フランス・ブルゴーニュ地方・ディジョン市の市長、キャノン・フェリックス・キール氏が、ブルゴーニュ地方特産の“アリゴテ”という辛口の白ワインとクレームドカシスをミックスして作ったのが始まり。キール氏は公式レセプションのたびにアペリティフにはこのカクテルを勧め、農業振興の旗印としていた。パーティーやお祝いのアペリティフにぴったりの華やかなワインカクテルである。十分にワインを冷やし、クレームドカシスを多めに使うのがおいしくつくるポイント。,冷やした材料をワイン・グラスに注ぎ、軽くかき混ぜる。,赤,,
578,193,1,White wine,Pour the chilled ingredients into the wine glass and gently stir.,Red,,
579,193,2,白葡萄酒,将冷藏的食材倒入酒杯中，轻轻搅拌。,红,,
580,194,0,ジンとベルモットの定番の組み合わせにチェリーリキュールを加えると、ほんのりと甘いロマンティックなカクテルに変身。3つのお酒が絶妙にマッチした大人のカクテル。デートの最後はこれできめたい。,シェークして、カクテル・グラスに注ぐ。,赤,,
581,194,1,Healing cherry,Shake and pour into a cocktail glass.,Red,,
582,194,2,愈合樱桃,摇匀，倒入鸡尾酒杯。,红,,
583,195,0,チェリーリキュールをレモンとトニックウォーターで爽やかな味わいに仕上げたカクテル。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,赤,,
584,195,1,Healing cherry,Pour into the tumbler with ice and gently stir.,Red,,
585,195,2,愈合樱桃,用冰倒入滚筒，轻轻搅拌。,红,,
586,196,0,"2005 Suntoy The Cocktail Award　
カクテルアワード2005
影山清史氏の作品",シェークして、カクテル・グラスに注ぐ。レモン・ピールを振りかける。レッド・チェリーとグレープフルーツ・ピール、ライム・ピールをカクテル・ピンに刺し、グラスの縁に飾る。,青,,
587,196,1,Chula Dia,"Shake and pour into a cocktail glass. Sprinkle with lemon peel. Pierce Red Cherry, Grapefruit Peel, Lime Peel into a cocktail pin and decorate it on the edge of the glass.",Blue,,
588,196,2,Chula Dia,摇匀，倒入鸡尾酒杯。撒上柠檬皮。皮尔斯红樱桃，葡萄柚皮，青柠皮切成鸡尾酒针，并在玻璃边缘装饰。,绿,,
589,197,0,「グラスホッパー」とはバッタのことで、カクテルの色合いからつけられたもの。ミントのさわやかな香りとカカオの香ばしさがひとつに溶け合った、香り高いカクテル。生クリームが入っているのでコクがあり、舌ざわりも、のどごしも非常になめらかである。甘口のカクテルなので、食後のデザートがわりにもなる。,シェークして、カクテル・グラスに注ぐ。,緑,,
590,197,1,Mint liqueur (white),Shake and pour into a cocktail glass.,Green,,
591,197,2,薄荷利口酒（白色）,摇匀，倒入鸡尾酒杯。,绿茵,,
592,198,0,南国の風味がする夏向きカクテル。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,緑,,
593,198,1,Midori,Pour into the tumbler with ice and gently stir.,Green,,
594,198,2,绿,用冰倒入滚筒，轻轻搅拌。,绿茵,,
595,199,0,ブルーの色合いが南国の青い海を想わせる美しいカクテル。ドランブイのハーブの香りと、テキーラの独特の香りが織り成すトロピカルカクテル。,ソーダ以外の材料をシェークし、クラッシュド・アイスを詰めたタンブラーに注ぐ。ソーダを注ぎ、軽くステアする。ライムを飾り、ストローを添える。,青,,
596,199,1,Drambui,Shake materials other than soda and pour into crumbled umbrella tumbler. Pour the soda and lightly steer. Decorate lime and add straw.,Blue,,
597,199,2,Drambuie,摇晃苏打水以外的材料，倒入碎的伞状滚筒中。倒入苏打水，轻轻转向。装饰石灰，加入稻草。,绿,,
598,200,0,リンゴの甘味が引き立つ、優しい味わいのカクテル。りんごジュースは、果汁100％の白濁したものをご使用ください。,材料をシェークしカクテルグラスに注ぐ。,黄色,,
599,200,1,Blur Pomodo Normandie,Shake the ingredients and pour into a cocktail glass.,yellow,,
600,200,2,模糊Pomodo Normandie,摇匀成分，倒入鸡尾酒杯。,黄,,
601,201,0,ルジェ クレーム ド ぺシェのまろやかさをオレンジジュースの酸味とジンが引き締める、爽やかな甘さのカクテル。,シェークして、カクテルグラスに注ぐ。,オレンジ,,
602,201,1,Peach liqueur,Shake and pour into a cocktail glass.,Orange,,
603,201,2,桃利口酒,摇匀，倒入鸡尾酒杯。,橙,,
604,202,0,"2002 Suntory Cocktail Competiton 2002カクテル・オブ・ザ・イヤー
岡田一郎氏の作品",シェークして、マンゴー・シャーベットを入れたゴブレットに注ぐ。蘭の花を飾り、ロング・スプーンとストローを添える。,オレンジ,,
605,202,1,Mango Yang (mango liqueur),"Shake and pour into a goblet with mango sherbet. Decorate an orchid, accompany a long spoon and a straw.",Orange,,
606,202,2,芒果杨（芒果利口酒）,用芒果果子露摇一摇倒入一个高脚杯。装饰兰花，配上长勺和一根稻草。,橙,,
607,203,0,「キール・ロワイヤル」のクレームドカシスの代わりに、ストロベリーのリキュールを使ったカクテル。,冷やした材料をフルート型シャンパン・グラスに注ぎ、軽くかき混ぜる。,赤,,
608,203,1,Ruge Cream de Strawberry,Pour the chilled material into flute champagne glass and gently stir.,Red,,
609,203,2,Ruge Cream de Strawberry,将冷藏材料倒入长笛香槟杯中，轻轻搅拌。,红,,
610,204,0,セクシーなネーミングのカクテル。1989年に公開されたトム・クルーズ主演の映画『カクテル』に登場し、日本でも知られるようになった。ミドリの豊かな香り、フランボワーズの甘酸っぱさ、パイナップルジュースの甘味が心地よいカクテル。,氷を入れたコリンズ・グラスに注ぎ、軽くかき混ぜる。,オレンジ,,
611,204,1,vodka,Pour into the Collins / Glass with ice and stir gently.,Orange,,
612,204,2,伏特加酒,用冰倒入柯林斯/玻璃杯中，轻轻搅拌。,橙,,
613,205,0,コーヒーリキュールの芳しい香りと、ブランデーの濃厚な風味がひとつになった、コクのあるカクテル。ブランデーの樽熟成由来の甘い香りと、カルーアのもつバニラの風味が絡み合い、芳醇な香りをつくりだす。ベースのブランデーをウオッカにすると「ブラック・ルシアン」になる。,氷を入れたロック・グラスに注ぎ、軽くかき混ぜる。,ブラウン(琥珀色）,,
614,205,1,Courvoisier VSOP Rouge,Pour into the rock glass with ice and gently stir.,Brown (amber),,
615,205,2,Courvoisier VSOP Rouge,用冰倒入岩石玻璃杯中，轻轻搅拌。,棕色（琥珀色）,,
616,206,0,桜の花をイメージした日本生まれのカクテル。横浜の名門バー・パリのオーナー田尾多三郎氏の創作。日本の可憐な桜というより、アメリカンチェリーのような鮮やかな色合い。チェリーのフルーティーな香りと、ブランデーのコクのある味わいを楽しめるカクテルである。,シェークして、カクテル・グラスに注ぐ。,赤,,
617,206,1,Healing cherry,Shake and pour into a cocktail glass.,Red,,
618,206,2,愈合樱桃,摇匀，倒入鸡尾酒杯。,红,,
619,207,0,デンマークのコペンハーゲンにあるチボリ公園をイメージして作られたカクテル。カクテルの赤は、公園内に咲き乱れる花の色を、味わいは、北欧のようにクリーンでナチュラル、くせがなく飲みやすい味わいを表している。暑い夏に飲むと、北欧の涼しげな様子が頭の中に浮かび、さわやかな気分を味わうことができる、そんな一杯である。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,赤,,
620,207,1,Healing cherry,Pour into the tumbler with ice and gently stir.,Red,,
621,207,2,愈合樱桃,用冰倒入滚筒，轻轻搅拌。,红,,
622,208,0,,氷を入れたグラスに注ぎ、軽くかき混ぜる。,ブラウン(琥珀色）,,
623,208,1,Mozart Black,Pour into ice glass and stir lightly.,Brown (amber),,
624,208,2,莫扎特布莱克,倒入冰水杯中轻轻搅拌。,棕色（琥珀色）,,
625,209,0,,シェークして氷を入れたグラスに注ぐ。オレンジまたはレモンとレッド・チェリーを飾る,ブラウン(琥珀色）,,
626,209,1,Mozart Black,Shake and pour into ice glass. Decorate orange or lemon and red cherry,Brown (amber),,
627,209,2,莫扎特布莱克,摇匀，倒入冰杯中。装饰橙色或柠檬和红樱桃,棕色（琥珀色）,,
628,210,0,紅茶の優しい味わいと、オレンジのフルーティさがよくあうカクテル。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,ブラウン(琥珀色）,,
629,210,1,Tiffin,Pour into the tumbler with ice and gently stir.,Brown (amber),,
630,210,2,蒂芬,用冰倒入滚筒，轻轻搅拌。,棕色（琥珀色）,,
631,211,0,果実リキュールとの組み合わせで、フルーティなカクテルに。カシスだけでなく、グリーンアップルやストロベリー、ラズベリーとの相性も良い。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,赤,,
632,211,1,Tiffin,Pour into the tumbler with ice and gently stir.,Red,,
633,211,2,蒂芬,用冰倒入滚筒，轻轻搅拌。,红,,
634,212,0,リッチなミルクティーの味わいで、くつろぎたい時にぴったりのカクテル。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,ブラウン(琥珀色）,,
635,212,1,Tiffin,Pour into the tumbler with ice and gently stir.,Brown (amber),,
636,212,2,蒂芬,用冰倒入滚筒，轻轻搅拌。,棕色（琥珀色）,,
